36,38,1.51797,12.74,3.48,1.35,72.96,0.64,8.68,0.0,0.0,1
37,39,1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0.0,0.0,1
38,40,1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0.0,0.0,1
39,41,1.51793,12.79,3.5,1.12,73.03,0.64,8.77,0.0,0.0,1
40,42,1.51755,12.71,3.42,1.2,73.2,0.59,8.64,0.0,0.0,1
41,43,1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0.0,0.0,1
42,44,1.5221,13.73,3.84,0.72,71.76,0.17,9.74,0.0,0.0,1
43,45,1.51786,12.73,3.43,1.19,72.95,0.62,8.76,0.0,0.3,1
44,46,1.519,13.49,3.48,1.35,71.95,0.55,9.0,0.0,0.0,1
45,47,1.51869,13.19,3.37,1.18,72.72,0.57,8.83,0.0,0.16,1
46,48,1.52667,13.99,3.7,0.71,71.57,0.02,9.82,0.0,0.1,1
47,49,1.52223,13.21,3.77,0.79,71.99,0.13,10.02,0.0,0.0,1
48,50,1.51898,13.58,3.35,1.23,72.08,0.59,8.91,0.0,0.0,1
49,51,1.5232,13.72,3.72,0.51,71.75,0.09,10.06,0.0,0.16,1
50,52,1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0.0,0.11,1
51,53,1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0.0,0.0,1
52,54,1.51837,13.14,2.84,1.28,72.85,0.55,9.07,0.0,0.0,1
53,55,1.51778,13.21,2.81,1.29,72.98,0.51,9.02,0.0,0.09,1
54,56,1.51769,12.45,2.71,1.29,73.7,0.56,9.06,0.0,0.24,1
55,57,1.51215,12.99,3.47,1.12,72.98,0.62,8.35,0.0,0.31,1
56,58,1.51824,12.87,3.48,1.29,72.95,0.6,8.43,0.0,0.0,1
57,59,1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0.0,0.0,1
58,60,1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0.0,0.11,1
59,61,1.51905,13.6,3.62,1.11,72.64,0.14,8.76,0.0,0.0,1
60,62,1.51977,13.81,3.58,1.32,71.72,0.12,8.67,0.69,0.0,1
61,63,1.52172,13.51,3.86,0.88,71.79,0.23,9.54,0.0,0.11,1
62,64,1.52227,14.17,3.81,0.78,71.35,0.0,9.69,0.0,0.0,1
63,65,1.52172,13.48,3.74,0.9,72.01,0.18,9.61,0.0,0.07,1
64,66,1.52099,13.69,3.59,1.12,71.96,0.09,9.4,0.0,0.0,1
65,67,1.52152,13.05,3.65,0.87,72.22,0.19,9.85,0.0,0.17,1
66,68,1.52152,13.05,3.65,0.87,72.32,0.19,9.85,0.0,0.17,1
67,69,1.52152,13.12,3.58,0.9,72.2,0.23,9.82,0.0,0.16,1
68,70,1.523,13.31,3.58,0.82,71.99,0.12,10.17,0.0,0.03,1
69,71,1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0.0,0.12,2
70,72,1.51848,13.64,3.87,1.27,71.96,0.54,8.32,0.0,0.32,2
71,73,1.51593,13.09,3.59,1.52,73.1,0.67,7.83,0.0,0.0,2
72,74,1.51631,13.34,3.57,1.57,72.87,0.61,7.89,0.0,0.0,2
73,75,1.51596,13.02,3.56,1.54,73.11,0.72,7.9,0.0,0.0,2
74,76,1.5159,13.02,3.58,1.51,73.12,0.69,7.96,0.0,0.0,2
75,77,1.51645,13.44,3.61,1.54,72.39,0.66,8.03,0.0,0.0,2
76,78,1.51627,13.0,3.58,1.54,72.83,0.61,8.04,0.0,0.0,2
77,79,1.51613,13.92,3.52,1.25,72.88,0.37,7.94,0.0,0.14,2
78,80,1.5159,12.82,3.52,1.9,72.86,0.69,7.97,0.0,0.0,2
79,81,1.51592,12.86,3.52,2.12,72.66,0.69,7.97,0.0,0.0,2
80,82,1.51593,13.25,3.45,1.43,73.17,0.61,7.86,0.0,0.0,2
81,83,1.51646,13.41,3.55,1.25,72.81,0.68,8.1,0.0,0.0,2
82,84,1.51594,13.09,3.52,1.55,72.87,0.68,8.05,0.0,0.09,2
83,85,1.51409,14.25,3.09,2.08,72.28,1.1,7.08,0.0,0.0,2
84,86,1.51625,13.36,3.58,1.49,72.72,0.45,8.21,0.0,0.0,2
85,87,1.51569,13.24,3.49,1.47,73.25,0.38,8.03,0.0,0.0,2
86,88,1.51645,13.4,3.49,1.52,72.65,0.67,8.08,0.0,0.1,2
87,89,1.51618,13.01,3.5,1.48,72.89,0.6,8.12,0.0,0.0,2
88,90,1.5164,12.55,3.48,1.87,73.23,0.63,8.08,0.0,0.09,2
89,91,1.51841,12.93,3.74,1.11,72.28,0.64,8.96,0.0,0.22,2
90,92,1.51605,12.9,3.44,1.45,73.06,0.44,8.27,0.0,0.0,2
91,93,1.51588,13.12,3.41,1.58,73.26,0.07,8.39,0.0,0.19,2
92,94,1.5159,13.24,3.34,1.47,73.1,0.39,8.22,0.0,0.0,2
93,95,1.51629,12.71,3.33,1.49,73.28,0.67,8.24,0.0,0.0,2
94,96,1.5186,13.36,3.43,1.43,72.26,0.51,8.6,0.0,0.0,2
95,97,1.51841,13.02,3.62,1.06,72.34,0.64,9.13,0.0,0.15,2
96,98,1.51743,12.2,3.25,1.16,73.55,0.62,8.9,0.0,0.24,2
97,99,1.51689,12.67,2.88,1.71,73.21,0.73,8.54,0.0,0.0,2
98,100,1.51811,12.96,2.96,1.43,72.92,0.6,8.79,0.14,0.0,2
99,101,1.51655,12.75,2.85,1.44,73.27,0.57,8.79,0.11,0.22,2
100,102,1.5173,12.35,2.72,1.63,72.87,0.7,9.23,0.0,0.0,2
101,103,1.5182,12.62,2.76,0.83,73.81,0.35,9.42,0.0,0.2,2
102,104,1.52725,13.8,3.15,0.66,70.57,0.08,11.64,0.0,0.0,2
103,105,1.5241,13.83,2.9,1.17,71.15,0.08,10.79,0.0,0.0,2
104,106,1.52475,11.45,0.0,1.88,72.19,0.81,13.24,0.0,0.34,2
105,107,1.53125,10.73,0.0,2.1,69.81,0.58,13.3,3.15,0.28,2
106,108,1.53393,12.3,0.0,1.0,70.16,0.12,16.19,0.0,0.24,2
107,109,1.52222,14.43,0.0,1.0,72.67,0.1,11.52,0.0,0.08,2
108,110,1.51818,13.72,0.0,0.56,74.45,0.0,10.99,0.0,0.0,2
109,111,1.52664,11.23,0.0,0.77,73.21,0.0,14.68,0.0,0.0,2
110,112,1.52739,11.02,0.0,0.75,73.08,0.0,14.96,0.0,0.0,2
111,113,1.52777,12.64,0.0,0.67,72.02,0.06,14.4,0.0,0.0,2
112,114,1.51892,13.46,3.83,1.26,72.55,0.57,8.21,0.0,0.14,2
113,115,1.51847,13.1,3.97,1.19,72.44,0.6,8.43,0.0,0.0,2
114,116,1.51846,13.41,3.89,1.33,72.38,0.51,8.28,0.0,0.0,2
115,117,1.51829,13.24,3.9,1.41,72.33,0.55,8.31,0.0,0.1,2
116,118,1.51708,13.72,3.68,1.81,72.06,0.64,7.88,0.0,0.0,2
117,119,1.51673,13.3,3.64,1.53,72.53,0.65,8.03,0.0,0.29,2
118,120,1.51652,13.56,3.57,1.47,72.45,0.64,7.96,0.0,0.0,2
119,121,1.51844,13.25,3.76,1.32,72.4,0.58,8.42,0.0,0.0,2
120,122,1.51663,12.93,3.54,1.62,72.96,0.64,8.03,0.0,0.21,2
121,123,1.51687,13.23,3.54,1.48,72.84,0.56,8.1,0.0,0.0,2
122,124,1.51707,13.48,3.48,1.71,72.52,0.62,7.99,0.0,0.0,2
123,125,1.52177,13.2,3.68,1.15,72.75,0.54,8.52,0.0,0.0,2
124,126,1.51872,12.93,3.66,1.56,72.51,0.58,8.55,0.0,0.12,2
125,127,1.51667,12.94,3.61,1.26,72.75,0.56,8.6,0.0,0.0,2
126,128,1.52081,13.78,2.28,1.43,71.99,0.49,9.85,0.0,0.17,2
127,129,1.52068,13.55,2.09,1.67,72.18,0.53,9.57,0.27,0.17,2
